Edad,Genero,3. Evaluación de Habilidades Blandas,S5_Gestion_Proyectos,S1_Comunicacion_Esp,RAW_Jul_Liderazgo,RAW_Jul_Equipo,S2_Compromiso_Etico,S4_Resp_Social,S6_Aprendizaje_Digital,4. Inserción Laboral,TARGET_Evento,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,TARGET_Tiempo,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",UTILIDAD_S5_Gestion,UTILIDAD_S1_Comunicacion,TEMP_UTIL_Lid,TEMP_UTIL_Equ,UTILIDAD_S2_Etica,UTILIDAD_S4_Resp_Social,UTILIDAD_S6_Aprendizaje_Digital,4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,TXT_Brecha_Formacion,4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,TXT_Hard_Skills,"6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion,S3_Trabajo_Equipo_Liderazgo,UTILIDAD_S3_Trabajo_Equipo_Liderazgo,Cohorte,S_Comunicacion_Ingles,4.1.1 Institución/Empresa donde trabajas:,6. Retroalimentación Abierta,T_Lower,T_Upper,Event,Facultad,TARGET_Evento_Num,carrera_homologada,Utilidad_HB_Promedio,HB_Nivel_Promedio,HB_Nivel_Total,carrera_clean,S7_Ingles,TXT_Skills_Limpio,BERT_PCA_0,BERT_PCA_1,BERT_PCA_2,BERT_PCA_3,BERT_PCA_4,BERT_PCA_5,BERT_PCA_6,BERT_PCA_7,BERT_PCA_8,BERT_PCA_9,BERT_PCA_10,BERT_PCA_11,BERT_PCA_12,BERT_PCA_13,BERT_PCA_14,BERT_PCA_15,BERT_PCA_16,BERT_PCA_17,BERT_PCA_18,BERT_PCA_19,BERT_PCA_20,BERT_PCA_21,BERT_PCA_22,BERT_PCA_23,BERT_PCA_24,BERT_PCA_25,BERT_PCA_26,BERT_PCA_27,BERT_PCA_28,BERT_PCA_29,BERT_PCA_30,BERT_PCA_31,BERT_PCA_32,BERT_PCA_33,BERT_PCA_34,BERT_PCA_35,BERT_PCA_36,BERT_PCA_37,BERT_PCA_38,BERT_PCA_39,BERT_PCA_40,BERT_PCA_41,BERT_PCA_42,BERT_PCA_43,BERT_PCA_44,BERT_PCA_45,BERT_PCA_46,BERT_PCA_47,BERT_PCA_48,BERT_PCA_49,BERT_PCA_50,BERT_PCA_51,BERT_PCA_52,BERT_PCA_53,BERT_PCA_54,BERT_PCA_55,BERT_PCA_56,BERT_PCA_57,BERT_PCA_58,BERT_PCA_59,BERT_PCA_60,BERT_PCA_61,BERT_PCA_62,BERT_PCA_63,BERT_PCA_64,BERT_PCA_65,BERT_PCA_66,BERT_PCA_67,BERT_PCA_68
28,Femenino,,3.0,4.0,2.0,3.0,4.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,1.0,No,No,0.0,0.0,No,Sí,0.0,1.0,1.0,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes",Econometria,Estadística,"Más enfoque en expandir las cualidades de liderazgo, además ayudar a compreder y enfrentar los retos laborales",Liderazgo,Liderazgo,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2024,2.5,1,Julio,,,,6.0,12.0,1.0,Otras,1,(RRA20) ECONOMÍA,0.5,3.75,3.75,ECONOMÍA,,econometria,-0.8767748,-2.0835986,1.6285505,-1.0593759,-0.50277036,0.15839401,0.9165912,1.2955571,0.15717496,0.14856869,-0.79138684,0.8915661,-0.28384832,1.1771176,0.19362111,0.12449269,0.061789848,0.080328666,-0.39320803,-0.50416905,-0.13005398,0.394354,-0.11718178,-0.48714092,0.036453437,0.34323302,-0.2869225,-0.003737749,0.28050157,0.058006592,-0.07345841,-0.070119634,-0.23316482,-0.22919217,0.27531818,0.17801368,0.17812003,0.071928866,-0.20278263,-0.1601032,-0.19484104,0.5049898,0.058529507,0.06808339,0.03435177,0.007077497,-0.3315078,-0.19480972,-0.00831431,0.13080329,0.03499119,-0.090924025,-0.082392015,-0.15287581,-0.024555197,-0.058512993,-0.16436692,-0.024847439,0.011326618,-0.045231488,-0.04814369,-0.049854618,0.1764249,0.058585715,-0.018792,0.10791128,-0.029591553,-0.035860863,-0.043594725
24,Masculino,,3.0,3.0,4.0,3.0,3.0,4.0,5.0,,Si,Ecuador,Privado,Freelance / Por horas,Entre 1 y 2 años,4.0,Si,Parcialmente,0.0,1.0,No,No,1.0,1.0,1.0,No,,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes","Redes de Área Extendida, Aplicaciones Web y Móviles, Hacking Ético","En redes no solo usar equipos Cisco, inteligencia artificial,  materias enfocada en el análisis de datos",Siempre estar pendiente a las tendencias y nuevas tecnologías en el mundo laboral.,"Liderazgo, trabajo en grupo",Creatividad,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,2025,3.5,1,Julio,,,,0.0,0.1,1.0,FIS (Sistemas),1,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,0.8333333333333334,3.583333333333333,3.583333333333333,TECNOLOGÍAS DE LA INFORMACIÓN,,"redes de area extendida, aplicaciones web y moviles, hacking etico",1.9264127,-0.52840185,-0.07659989,0.54885894,-0.47801057,-1.1823229,-0.07303902,0.45211637,0.51924354,0.12999816,0.1576833,-0.06920451,-0.47203436,-0.29708797,0.5585242,-0.1909606,0.17750289,-0.005732212,-0.14469743,-0.15838692,0.24787286,1.065531,-0.50261515,-0.1562508,0.8109251,0.03554373,-0.37907395,-0.14037964,0.4965242,-0.20075907,-0.008160269,0.001230481,-0.00832522,0.24695171,0.42399704,0.09894666,0.0023535294,-0.15247518,-0.057193585,0.31295303,0.15132791,-0.36241502,0.22580557,-0.29689702,0.14959843,-0.04911111,0.052075,-0.40212655,0.06118336,-0.08135638,0.16556677,0.17473976,0.32815954,-0.03087819,-0.041742634,-0.38245204,0.10342947,0.2323976,0.3282866,-0.3274349,0.20830674,-0.07589997,-0.13183902,-0.16369171,0.02596714,0.008896374,0.27284712,0.12087706,0.21909802
25,Femenino,,4.0,3.0,3.0,4.0,4.0,4.0,5.0,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,La carga académica no permite realizar pasantías externas a la institución y por ello no se puede ganar experiencia en el campo laboral,"d) No, pero me gustaría conocer más sobre cómo acceder","Aseguramiento de la calidad, ingeniería en alimentos, microbiología, agrocomercio, diseño de plantas, análisis instrumental y de alimentos","Normativas: BPM, registro sanitario, entre otras. Estadística orientada a calidad en industrias","Reestructuración de la malla curricular, dar importancia a materias relevantes para el mundo laboral","Comunicación asertiva, liderazgo de proyectos","Liderazgo de proyectos, realizar proyectos en colaboración con diversas facultades para mejorar la comunicación con personas de otras áreas y profesiones",(RRA20) AGROINDUSTRIA,2025,3.5,0,Julio,,,,6.0,inf,0.0,FIQ (Química),0,(RRA20) AGROINDUSTRIA,0.0,3.9166666666666665,3.9166666666666665,AGROINDUSTRIA,,"aseguramiento de la calidad, ingenieria en alimentos, microbiologia, agrocomercio, diseno de plantas, analisis instrumental y de alimentos",-0.21986501,-0.9871781,-0.53278923,-0.23121117,-0.15438761,0.22425298,-0.67702,-0.3696589,-0.60277617,0.43033737,-0.5893762,0.2608446,-0.09814938,0.6358397,-0.05401539,0.17983869,0.47321755,0.4777782,0.8372838,0.8123426,0.52560323,0.343003,0.14479695,0.23767634,0.5280911,-0.02657558,0.0001573511,0.6066508,0.033758964,0.20385349,0.5005226,0.5517873,-0.620673,-0.08601674,-0.07679278,0.16545072,-0.2296851,-0.03705887,-0.13591577,-0.18584919,0.5353073,-0.008599918,-0.22017038,-0.11507397,-0.17133822,0.16951025,-0.08776724,0.09143922,0.045824803,-0.08477924,0.013221477,0.10710558,0.111894906,0.0879591,0.027505776,0.056142192,0.06607359,0.11266424,0.038675778,-0.05733918,-0.042155724,-0.20551719,0.1297272,0.08254034,0.1675742,0.015954282,-0.17717959,-0.19827518,-0.08762289
25,Femenino,,5.0,4.0,3.0,4.0,5.0,4.0,5.0,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Falta de experiencia laboral durante la carrera,"a) Sí, la he utilizado para postularme a vacantes","Balance de masa, balance de energía",Normas ISO,Dar oportunidad de hacer pasantías,Trabajo en equipo,"Creatividad, para encontrar una manera diferente de resolver los problemas y no solo de forma técnica",(RRA20) INGENIERÍA QUÍMICA,2025,3.5,0,Julio,,,,6.0,inf,0.0,FIQ (Química),0,(RRA20) INGENIERÍA QUÍMICA,0.0,4.416666666666667,4.416666666666667,INGENIERÍA QUÍMICA,,"balance de masa, balance de energia",-1.2058715,-0.0027648613,0.705833,-1.5783466,-0.38295445,0.31921774,0.799195,0.27878278,0.5817667,0.48310468,-0.29542467,-0.06664555,0.030023195,-0.20628363,0.5717352,0.17063797,0.33232793,-0.4745703,-0.009292484,-0.59042424,0.6985584,-0.44580913,0.5988245,0.9553409,0.52254957,-1.0519091,0.42017102,0.5879889,0.41212422,0.3413139,-0.80021566,-0.6396376,0.1646566,0.10333664,-0.068230905,-0.18653204,-0.45924544,0.21183063,-0.24980557,-0.22609694,0.009639229,0.11713148,0.11608213,0.15534571,-0.028128177,0.40902898,0.21163279,-0.026487827,0.18277553,0.09210935,0.026282089,0.067564,0.12528215,-0.09056704,-0.33327895,-0.31579092,-0.15138371,0.061460003,0.09262284,0.21982111,-0.15806803,-0.18051861,-0.1331566,0.081237204,-0.15640587,0.046101972,0.1523518,-0.04147088,-0.04466593
25,Femenino,,2.0,1.0,3.0,2.0,3.0,3.0,3.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,2.0,Si,Parcialmente,0.0,1.0,No,No,1.0,0.0,1.0,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Estadistica,Econometria, Macroeconomia, Programacion","Machine Learning, Analisis de datos","Carnets Alumni para los estudiantes graduados de manera que podamoa volver a ingresar a la U, por temas de investigacion,etc.","Comunicacion Efectiva, liderazgo y creatividad","La comunicacion efectiva,  transmitir mensajes de manera clara, concisa y comprensible, evitando confusiones o malas interpretaciones",(RRA20) ECONOMÍA,2025,2.5,1,Julio,,,,6.0,12.0,1.0,Ciencias Admin.,1,(RRA20) ECONOMÍA,0.6666666666666666,2.4166666666666665,2.4166666666666665,ECONOMÍA,,"estadistica,econometria, macroeconomia, programacion",0.4646917,-1.5727385,0.11775094,-0.2223162,-0.93685997,0.4199067,0.6200254,-0.12209984,-0.15768024,-0.25576383,-0.13767965,-0.09494567,0.6416115,-0.05856701,-0.26599592,0.0050177607,0.16675675,0.10686837,0.002406603,0.12635577,0.02268023,-0.2496553,-0.0046907044,0.26053098,-0.11446958,0.24356261,0.3407618,-0.060093384,-0.13168302,-0.011826321,-0.5474396,-0.03955781,0.25954857,-0.1226321,0.0049107186,-0.1614917,0.14839087,-0.050170712,0.09499963,0.08795787,0.10626399,-0.36436224,-0.16321895,0.05620578,0.16239083,0.11140995,-0.019994924,0.31266114,-0.17956781,-0.045765843,-0.10379129,0.011546762,-0.065462776,0.18363374,-0.0068347445,0.15464437,0.003500776,-0.060789805,0.14903015,-0.037014607,-0.031708702,-0.047429692,-0.061818145,0.08769474,0.074997485,-0.016840227,-0.018522251,0.04800223,-0.019769618
25,Femenino,,4.0,3.0,3.0,4.0,4.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,0.0,0.0,No,Sí,1.0,0.0,1.0,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Estadística para la mejora de la calidad, Gestión de procesos y calidad, Programación de la producción, Evaluación integrada de la producción",Laboratorios,Análisis de casos prácticos y/o laboratorios,"Liderazgo, comunicación efectiva","Si pudiera agregar una habilidad blanda a mi formación académica, elegiría la inteligencia emocional, ya que considero que es clave para gestionar adecuadamente las relaciones interpersonales en cualquier entorno laboral. La aplicaría en mi carrera profesional para mantener una comunicación efectiva con los equipos de trabajo, resolver conflictos de manera constructiva y liderar con empatía. Esto no solo favorecería un ambiente de trabajo saludable, sino que también mejoraría la productividad y la toma de decisiones bajo presión.",(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025,3.5,1,Julio,,,,0.0,6.0,1.0,FIM (Mecánica),1,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,0.5,3.9166666666666665,3.9166666666666665,INGENIERÍA DE LA PRODUCCIÓN,,"estadistica para la mejora de la calidad, gestion de procesos y calidad, programacion de la produccion, evaluacion integrada de la produccion",0.011393391,-0.34959626,-0.85921305,0.5166489,0.21969879,1.2410697,-0.74301857,-0.72470605,-0.45592964,0.20079064,-0.210264,-0.23165724,-0.30408427,0.48558614,-0.49051216,0.25056073,-0.0651114,0.48986477,0.39496744,0.5177353,0.2460945,-0.13489082,0.17833494,-0.36014065,0.4331821,0.0035782463,-0.41339445,0.88391316,-0.44313347,0.11658706,0.27534246,-0.19859692,-0.16253833,0.017406095,0.2457056,0.12114218,-0.1870078,0.027826626,0.016104147,0.029648533,0.29612494,-0.0034975447,-0.17440414,0.1322212,0.19574167,0.0020634031,0.08531448,0.1684778,-0.059283856,-0.20265603,0.004475241,-0.17285632,0.06105421,0.22625849,0.07739893,-0.060728412,-0.13508692,0.054597277,0.13739775,0.084107645,-0.2851153,-0.25741583,0.16633019,-0.050408892,-0.09076856,0.06518955,0.15482686,0.021352094,0.07898798
24,Masculino,,3.0,3.0,3.0,3.0,3.0,3.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,No,0.0,1.0,Sí,Sí,1.0,0.0,1.0,No,,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes",Inteligente artificial; matching learning,TICS,Poner más prácticas con talleres reales aplicado a la vida laboral,Comunicación y liderazgo,No,(RRA20) COMPUTACIÓN,2025,3.0,1,Julio,,,,0.0,6.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,0.6666666666666666,3.333333333333333,3.333333333333333,COMPUTACIÓN,,inteligente artificial matching learning,1.3881584,0.14927045,1.0351764,0.038513772,-0.7271255,0.18536253,-1.3023086,2.0444267,-0.5280169,0.46017557,0.2129988,-0.16424914,-0.76723504,0.115254164,-0.5897679,1.0659044,-1.0544599,0.23116043,0.7798537,0.8760009,-1.023057,0.47450355,0.48605847,0.4956971,0.52028424,0.46497545,-0.45643893,0.34619805,0.031409085,-0.12351471,-0.05299397,0.029082125,-0.032069366,0.27256626,0.31892624,-0.6078931,0.20102395,0.50832874,0.2069029,0.6708475,-0.06412372,0.0054950947,0.8668687,0.7383663,0.1289144,-0.07453274,0.27250087,-0.09360551,0.21839398,0.094990686,-0.05360441,0.1034732,0.4896073,0.03490003,-0.7409102,0.19270591,-0.57467043,0.4474639,-0.45613658,0.22541796,-0.015151173,0.4912293,-0.37220606,0.13967882,0.27510396,0.2411646,-0.6018265,-0.41265213,-0.28699267
24,Masculino,,2.0,2.0,3.0,2.0,4.0,3.0,5.0,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,"La carrera suponia tener un componente de analisis de datos y programacion competentes, todo lo contrario, aprendí lenguajes muertos y que se usaban en los 80. He tenido que tomar otros cursos y aprender por mi cuenta. Ni siquiera manejo de versiones de códigos con git me enseñaron",c) No la conozco,"Programacion, sistemas complejos","Programacion en python, manejo de versiones, gestores de bases de datos y big data",Replantear las materias computacionales y enlazar los temas a dictar con lo que se maneja actualmente en la industria e investigación. Nada de wolfram o C,Relaciones Sociales,"Relaciones sociales, inteligencia emocional",(RRA20) FÍSICA,2025,2.5,0,Julio,,,,6.0,inf,0.0,Ciencias,0,(RRA20) FÍSICA,0.0,3.083333333333333,3.083333333333333,FÍSICA,,"programacion, sistemas complejos",1.098381,0.6234413,0.55028373,0.5021996,-0.18689278,0.8241017,-0.32199097,-0.03516804,0.08953376,0.0879634,0.84995806,-0.21122149,0.47466683,0.17822358,0.33694956,-0.0015358663,0.0315707,1.2737123,-0.3908819,-0.19275385,0.39669907,-0.3262059,0.23559836,0.4133409,-0.0531394,0.95955044,-0.0020333452,0.15298575,0.06599402,-0.2108595,-0.21804091,-0.21102245,0.14462364,0.30509824,-0.33568436,0.022966921,-0.30441284,-0.1417806,-0.15519373,-0.13205327,0.11786633,-0.051052306,0.28966376,0.2976122,-0.01607608,-0.108416714,-0.20343958,0.121725954,0.20819621,0.25784302,0.15018249,-0.13287804,0.03914992,-0.004574152,-0.16402957,-0.091782406,-0.46554977,-0.2845299,-0.44123667,-0.15054932,0.34187254,0.316511,0.037478324,-0.40848196,-0.45222017,0.41894388,0.26278928,0.053341158,-0.33753368
24,Femenino,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,Si,Ecuador,Emprendimiento propio,Freelance / Por horas,Menos de 6 meses,3.0,Si,Parcialmente,0.0,0.0,No,No,1.0,0.0,1.0,No,,No,Hasta $460,,,,,"b) Sí, pero no la he utilizado","Diseño de proyectos estructurales, diseño de proyectos hidráulicos, fiscalización en la construcción, costos en la construcción, topografía","Leyes municipales, obtención de datos para inicio de diseño, costos para diseño, leyes de terrenos","Tocar más a fondo temas relacionados con la práctica como ingeniero civil (ejem: procesos en municipio, obtención de permisos, procesos para legalizar construcciones, etc.), tratar temas de arquitectura para evitar tantos roces en el mundo laboral por desconocimiento",Trabajo en equipo,"Adaptabilidad, la ingeniería civil está ligada a muchas otras áreas y el desconocimiento hace que sea difícil arrancar un negocio propio",(RRA20) INGENIERÍA CIVIL,2025,3.0,1,Julio,,,,0.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.5,3.1666666666666665,3.1666666666666665,INGENIERÍA CIVIL,,"diseno de proyectos estructurales, diseno de proyectos hidraulicos, fiscalizacion en la construccion, costos en la construccion, topografia",-1.3284554,-0.4447222,-0.5612147,2.0421503,-0.10685186,-0.36626107,0.8581608,0.043867752,0.1876121,0.41589245,0.3036618,-0.4979003,0.095743045,0.25945687,-0.26309633,-0.01628237,-0.17643155,-0.3958061,0.14930397,0.17666243,-0.091311134,-0.15191756,-0.44614714,-0.08331555,-0.19924109,-0.02705926,-0.14087921,0.07882089,-0.046208274,-0.20435911,-0.02086036,-0.07134179,0.01239047,-0.1188283,0.07186242,0.12841392,-0.13737588,0.08895435,-0.19607474,0.067649744,0.077987075,0.26011762,-0.29449886,-0.13735707,-0.19500707,-0.0029608665,-0.07259022,0.12894806,-0.0008753706,0.22531867,-0.0658753,0.09192516,0.1036062,-0.019998979,0.04763673,0.01623538,-0.0667248,0.09630631,-0.021449788,-0.007743946,-0.10481046,0.014915893,-0.09493283,0.04571445,0.009127727,0.08852656,0.07123834,-0.1320899,0.07637812
23,Femenino,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Si,1.0,0.0,Sí,No,0.0,1.0,1.0,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes",GESTION POR PROCESOS,IA,MAS CONOCIMIENTOS EN IA,RESOLUCION DE PROBLEMAS,IA,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025,5.0,1,Julio,,,,0.0,6.0,1.0,FIM (Mecánica),1,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,0.6666666666666666,5.0,5.0,INGENIERÍA DE LA PRODUCCIÓN,,gestion por procesos,0.44587117,-0.298974,0.024098868,0.7575862,1.1361418,2.5332463,-0.43780527,-0.398772,0.10625908,-0.34279978,0.7765719,-0.44590652,-0.068022035,0.6353137,0.96098286,-0.5674098,-0.035073046,0.042137213,-0.6111764,-0.41200936,-0.10568857,0.4217038,0.40735483,-0.26724315,-0.082422696,0.107568935,-0.15509251,-0.3636745,-0.29232308,0.06756032,-0.3962599,-0.098922625,-0.178729,0.23937798,0.39742187,0.22049746,-0.06873996,0.17454599,0.09390712,-0.15913892,0.16554989,-0.028394904,0.0029213273,-0.05641559,-0.12458721,-0.00526782,0.13649824,-0.13347462,-0.012530124,-0.11242836,-0.17405437,-0.1335901,-0.065023996,0.15989712,0.054397017,0.068191044,0.07574879,0.07175774,0.015272028,0.013742627,-0.04746544,0.11889563,-0.19249672,0.32138315,-0.15410618,0.17509083,-0.10546904,-0.058609303,0.050625548
23,Masculino,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,"Suelos, hidráulicos",Dar importancia a las vías,Ejercicios de proyectos reales,Equipo,Trabajo en equipo,(RRA20) INGENIERÍA CIVIL,2025,5.0,0,Julio,,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,5.0,5.0,INGENIERÍA CIVIL,,"suelos, hidraulicos",-1.5769559,-0.7780871,0.25441936,1.1934106,1.0747339,-1.3431273,-0.546543,1.1139643,0.034970023,-1.3414254,-0.73521054,-0.13711502,-0.042411897,-0.07673843,-0.1763382,0.4991487,-0.44891256,0.3715137,-0.6259893,-0.2573121,0.2900255,0.11826735,-0.45473352,0.033062156,0.15318078,0.08657632,0.5459474,-0.46981347,0.094554834,-0.24588107,0.23143815,0.40279686,-0.19552404,-0.097624615,-0.110395685,0.2824946,-0.4154776,0.24833238,-0.6332682,-0.08659206,-0.23543665,-0.39590397,-0.023722315,-0.11119409,-0.1369092,0.21918285,0.16294578,-0.09588731,-0.10363963,-0.23779814,0.025086006,-0.021042928,0.07318766,-0.046650257,0.36599925,0.09075462,0.0356669,-0.33048084,-0.1081133,-0.15037152,-0.30455932,-0.1342172,-0.15839018,-0.188442,0.058662597,0.16778019,-0.03972265,-0.22918104,0.08304728
24,Femenino,,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Experiencia laboral,"a) Sí, la he utilizado para postularme a vacantes","Programación, Tecnologías de la Seguridad, Cloud Computing",Mantenimiento y Reparación de computadores,Conocimientos técnicos relacionados al campo laboral actual,Comunicación efectiva,"Comunicación efectiva, las relaciones interpersonales facilitarían el networking en mi carrera profesional",(RRA20) COMPUTACIÓN,2025,4.0,0,Julio,,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) COMPUTACIÓN,0.0,3.6666666666666665,3.6666666666666665,COMPUTACIÓN,,"programacion, tecnologias de la seguridad, cloud computing",1.7725915,-0.39567667,0.0041989502,0.3861672,-0.3463739,-0.2107146,-0.7000915,-0.017432949,0.908569,0.90530086,-0.44942254,0.54729486,-0.082100146,-0.6500433,0.2128086,-0.5312856,0.5318162,-0.10338434,-0.52798796,-0.3578683,1.1328493,-0.72364765,-0.17916968,0.2413787,-0.534815,0.4022789,-0.09782383,0.0051360023,-0.40334144,-0.30130422,0.1065167,0.25230962,-0.3387006,0.24460575,0.1289132,-0.050222304,0.1467306,-0.12309621,-0.2083056,0.30348486,-0.101806365,-0.08631498,-0.11538565,-0.04318913,0.004289244,-0.054397017,0.08829484,-0.04963907,-0.015000506,-0.09329406,0.140265,-0.07510488,-0.03896088,-0.011284203,0.06908877,0.24330845,-0.04598965,0.030952457,0.15581432,0.10653893,-0.40635908,0.0024203388,-0.044296693,0.03687632,-0.058775157,0.102917135,-0.07747591,0.020615531,0.0067235557
23,Masculino,,3.0,1.0,5.0,5.0,1.0,1.0,5.0,,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,Sí,"Habilidades computacionales nulas con respecto al mercado laboral actual. Redacción, comunicación oral y escrita, razonamiento crítico, etc. nulamente presente en el programa.",c) No la conozco,"Todas las materias tienen un enfoque obsoleto, enfocado en el siglo pasado. Los itinerarios son los únicos interesantes pero deberían ampliarse","Python, git, sql, machine learning, redes neuronales, data science, estadística bayesiana, fotónica, espectroscopía, manejo de equipos de laboratorio avanzados (los laboratorios están vacíos excepto el de materiales).","Cambiar de personal, hacer un cambio generacional de profesores, cambiar los pensum a temas más relevantes para la actualidad, proponer proyectos de investigación que busquen generar impacto en la sociedad, hacer colaboración con instituciones fuera del país, invertir en los laboratorios de investigación.","Trabajo en grupo, networking, comunicación efectiva, autoconfianza, liderazgo. Los profesores dan mal ejemplo sobre la ética de trabajo.",Todas las anteriores.,(RRA20) FÍSICA,2025,5.0,0,Julio,,,,6.0,inf,0.0,Ciencias,0,(RRA20) FÍSICA,0.0,2.6666666666666665,2.6666666666666665,FÍSICA,,"todas las materias tienen un enfoque obsoleto, enfocado en el siglo pasado los itinerarios son los unicos interesantes pero deberian ampliarse",-0.12438798,-0.25483578,0.44426805,-0.18988329,-0.68982416,-0.54850817,-0.090279154,-0.5688421,-0.52920336,-0.10904271,0.1817646,-0.3141376,-0.16252884,-0.3092455,-0.3561943,0.24392657,-0.086322576,0.060573757,-0.22968584,-0.07480537,0.36154014,0.30434144,-0.12744477,-0.09684525,0.0018561081,-0.09688491,-0.66519517,-0.40960553,0.28258902,-0.35347605,-0.05765148,-0.38423946,0.54750717,-0.78950673,-0.3490814,-0.08895021,0.05462194,-0.21704718,0.2366272,0.018240968,0.050622944,-0.17677061,-0.47611678,0.45911992,0.12474391,0.7753242,0.18071559,-0.065161586,0.47425216,0.37535545,-0.31336388,0.42133892,-0.17717949,0.5112366,0.44045225,-0.43914828,0.39823928,-0.45640942,0.23968877,-0.25668356,0.17314029,0.1458238,0.16398807,0.1909283,-0.36400458,0.43100294,-0.17627881,-0.21685453,0.049838804
